,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,2024,2024.1,2024.2,2024.3,2024.4,2024.5,2024.6,2024.7,2024.8,2024.9,2024.10,2024.11,2024.12,2024.13,2024.14,2024.15,2024.16
674,Yerry Rodríguez,26,"6' 2""",198,AAA,TOR,9.3,14.2,-,-,3.86,92,16,-,18.1,16,1,10,19,29,0.47,4.91,1.91
675,Stephen Gonsalves,30,"6' 5""",218,AAA,LAD,10.0,11.5,50%,26.7%,6.31,86,15,-,18.0,14,3,12,20,23,2.50,6.00,1.89
676,Evan Justice,26,"6' 4""",205,AAA,COL,14.5,10.0,39%,9.1%,7.92,107,25,-,18.0,19,2,21,29,20,1.69,10.50,2.67
677,Justin Anderson,31,"6' 3""",230,AAA,CWS,2.0,12.5,57%,13.8%,1.81,73,16,-,18.0,14,1,5,4,25,0.67,2.50,1.00
678,Danny Duffy,35,"6' 3""",205,AAA,TEX,8.5,8.5,-,-,5.59,82,10,2,18.0,14,2,11,17,17,3.86,5.50,1.72
679,Eli Villalobos,27,"6' 4""",195,AAA,MIA,5.5,11.0,45%,11.7%,5.09,83,13,-,18.0,17,3,9,11,22,1.07,4.50,1.56
680,Alek Manoah,26,"6' 6""",285,AAA,TOR,3.5,13.0,42%,12.3%,4.37,81,4,4,18.0,23,4,13,7,26,0.79,6.50,1.67
681,Cade Horton,23,"6' 1""",211,AAA,CHC,5.5,11.0,24%,14.4%,5.48,81,5,5,18.0,17,4,15,11,22,2.88,7.50,1.56
682,Mike Burrows,24,"6' 1""",190,AAA,PIT,2.0,10.0,-,-,4.87,81,5,4,18.0,21,4,8,4,20,1.13,4.00,1.39
683,Drew Strotman,27,"6' 3""",195,AAA,SF,6.0,10.5,-,-,6.03,92,18,-,18.0,22,3,12,12,21,0.94,6.00,1.89
684,Ryan Garcia,26,"6' 0""",180,AAA,TEX,2.0,11.5,-,-,2.76,69,3,3,18.0,12,2,5,4,23,1.73,2.50,0.89
685,Austin Schulfer,28,"6' 2""",175,AAA,MIN,5.1,7.1,57%,6.8%,5.00,78,11,-,17.2,18,2,10,10,14,0.75,5.09,1.58
686,Eduard Bazardo,28,"6' 0""",190,AAA,SEA,5.1,12.7,46%,11.9%,3.55,78,18,-,17.2,15,2,9,10,25,1.00,4.58,1.42
687,Christian Romero,21,"6' 3""",195,AAA,LAD,2.6,4.1,57%,11.4%,7.79,86,4,4,17.2,22,5,18,5,8,1.05,9.17,1.53
688,Hurston Waldrep,22,"6' 2""",210,AAA,ATL,6.6,12.2,42%,22.5%,4.19,79,4,4,17.2,14,2,8,13,24,1.33,4.08,1.53
689,Freddy Tarnok,25,"6' 3""",185,AAA,PHI,4.6,10.7,-,-,7.04,82,12,5,17.2,21,6,19,9,21,1.50,9.68,1.70
690,Michael Rucker,30,"6' 1""",195,AAA,PHI,4.1,10.7,-,-,4.60,86,15,-,17.2,25,3,13,8,21,1.07,6.62,1.87
691,Erich Uelmen,28,"6' 3""",195,AAA,AZ,3.1,8.2,-,-,5.35,84,15,-,17.2,24,3,12,6,16,0.79,6.11,1.70
692,Antoine Kelly,24,"6' 5""",205,AAA,COL,11.7,12.2,-,-,5.53,99,20,-,17.2,21,1,19,23,24,1.42,9.68,2.49
693,Brendon Little,28,"6' 2""",195,AAA,TOR,6.8,13.0,65%,12.7%,2.56,79,16,-,17.1,17,0,8,13,25,0.33,4.15,1.73
694,Chase Lee,26,"6' 0""",170,AAA,DET,4.2,8.8,-,-,3.55,80,13,-,17.1,18,1,3,8,17,1.00,1.56,1.50
695,Jack Neely,24,"6' 8""",245,AAA,CHC,2.6,13.0,-,-,2.09,70,15,-,17.1,14,1,4,5,25,1.78,2.08,1.10
696,Thomas Harrington,23,"6' 2""",185,AAA,PIT,1.6,5.7,-,-,4.72,65,3,3,17.1,12,3,7,3,11,1.44,3.63,0.87
697,Josh Fleming,28,"6' 2""",220,AAA,SEA,1.0,4.2,-,-,5.25,72,13,-,17.1,15,3,10,2,8,0.32,5.19,0.98
698,Hunter Bigge,26,"6' 1""",205,AAA,TB,4.2,14.5,-,-,4.37,68,17,-,17.1,8,4,5,8,28,2.43,2.60,0.92
699,Anthony Banda,31,"6' 2""",221,AAA,CLE,3.2,13.2,68%,14.8%,2.26,66,12,-,17.0,10,1,4,6,25,0.60,2.12,0.94
700,Josh Green,28,"6' 3""",211,AAA,AZ,6.4,4.2,54%,5.3%,5.32,78,13,1,17.0,22,1,12,12,8,0.52,6.35,2.00
701,Antonio Jimenez,23,"5' 11""",145,AAA,TB,2.7,8.5,40%,12.1%,4.49,71,12,1,17.0,16,3,9,5,16,1.62,4.76,1.24
702,Richard Bleier,37,"6' 3""",238,AAA,WSH,1.1,5.4,50%,29.4%,3.94,68,15,-,16.2,20,2,8,2,10,0.57,4.32,1.32
703,Mauricio Llovera,28,"5' 11""",224,AAA,SEA,4.3,6.5,66%,7.5%,5.79,71,14,1,16.2,13,3,9,8,12,0.48,4.86,1.26
704,Ryan Burr,30,"6' 4""",220,AAA,PHI,2.7,15.7,31%,19.5%,1.35,67,15,-,16.2,14,1,4,5,29,2.17,2.16,1.14
705,Erik Swanson,30,"6' 3""",225,AAA,TOR,7.0,9.2,43%,8.6%,9.31,90,18,-,16.2,28,7,21,13,17,1.07,11.34,2.46
706,Zach Barnes,25,"6' 0""",180,AAA,AZ,6.5,5.9,50%,11.2%,7.03,92,10,-,16.2,28,3,25,12,11,0.65,13.50,2.40
707,Eli Morgan,28,"5' 10""",190,AAA,CLE,4.3,8.6,17%,13.1%,3.51,70,14,-,16.2,13,1,5,8,16,2.67,2.70,1.26
708,Kyle Whitten,25,"6' 3""",190,AAA,TB,5.4,9.2,56%,10.9%,6.16,72,11,1,16.2,12,4,8,10,17,0.65,4.32,1.32
709,Antoine Kelly,24,"6' 5""",205,AAA,TEX,11.6,12.1,31%,8.7%,5.56,91,18,-,16.1,19,1,17,21,22,1.45,9.37,2.45
710,Andre Pallante,25,"6' 0""",215,AAA,STL,7.2,5.0,60%,4.3%,4.88,75,4,3,16.1,14,0,4,13,9,0.54,2.20,1.65
711,Angel Reyes,26,"6' 2""",205,AAA,DET,8.3,5.0,57%,9.3%,8.05,83,8,1,16.1,19,3,15,15,9,0.71,8.27,2.08
712,Ethan Roberts,27,"5' 10""",180,AAA,CHC,3.9,11.6,100%,14.0%,3.26,67,14,-,16.1,9,1,3,7,21,1.00,1.65,0.98
713,Isaiah Campbell,27,"6' 4""",230,AAA,BOS,2.8,10.5,0%,11.8%,4.38,70,14,-,16.1,14,3,4,5,19,1.07,2.20,1.16
714,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
715,Jordan Wicks,24,"6' 3""",220,AAA,CHC,3.9,11.0,60%,12.1%,6.06,72,6,6,16.1,15,5,13,7,20,1.14,7.16,1.35
716,River Ryan,26,"6' 2""",195,AAA,LAD,3.3,10.5,-,-,2.95,66,5,5,16.1,13,1,5,6,19,0.69,2.76,1.16
717,Matt Festa,31,"6' 1""",195,AAA,SD,3.9,9.0,46%,15.0%,2.70,74,16,-,16.0,18,0,8,7,16,1.13,4.50,1.56
718,Brad Keller,29,"6' 5""",255,AAA,CWS,3.4,7.9,63%,13.1%,3.39,68,3,3,16.0,16,1,8,6,14,0.45,4.50,1.38
719,Nelson L. Alvarez,26,"6' 4""",220,AAA,TB,8.4,8.4,42%,12.6%,4.14,70,12,-,16.0,11,0,7,15,15,0.93,3.94,1.63
720,Matt Bowman,33,"6' 0""",185,AAA,SEA,1.7,10.1,-,-,3.14,64,13,-,16.0,13,2,4,3,18,1.14,2.25,1.00
721,Peter Lambert,27,"6' 2""",208,AAA,COL,4.5,11.3,-,-,3.01,65,4,4,16.0,10,1,8,8,20,1.70,4.50,1.13
722,Domingo Gonzalez,24,"6' 0""",185,AAA,ATL,3.4,16.3,-,-,2.26,71,16,-,16.0,12,1,8,6,29,3.75,4.50,1.13
723,Lane Ramsey,28,"6' 9""",230,AAA,CWS,7.5,10.3,18%,12.8%,7.87,71,14,-,15.2,11,5,9,13,18,3.00,5.17,1.53
724,Cole Winn,24,"6' 2""",190,AAA,TEX,2.3,11.5,24%,12.5%,3.46,66,10,-,15.2,14,2,6,4,20,1.17,3.45,1.15
725,Easton Lucas,27,"6' 4""",180,AAA,OAK,4.6,7.5,30%,7.5%,4.98,67,11,1,15.2,12,2,5,8,13,1.06,2.87,1.28
726,Stephen Nogosek,29,"6' 2""",205,AAA,WSH,10.3,8.6,25%,10.1%,9.25,80,11,-,15.2,15,5,17,18,15,1.58,9.77,2.11
727,Porter Hodge,23,"6' 4""",230,AAA,CHC,6.9,11.5,50%,11.1%,3.79,76,13,-,15.2,18,1,10,12,20,0.53,5.74,1.91
728,Dillon Tate,30,"6' 2""",190,AAA,BAL,1.7,8.0,50%,7.1%,3.20,65,15,-,15.2,14,1,4,3,14,1.29,2.30,1.09
729,Franco Aleman,24,"6' 6""",235,AAA,CLE,4.7,14.7,35%,15.0%,2.74,62,15,-,15.1,8,1,5,8,25,0.80,2.93,1.04
730,Albert Suárez,34,"6' 3""",235,AAA,BAL,0.6,10.0,46%,12.8%,2.87,65,3,1,15.1,19,2,10,1,17,0.56,5.87,1.30
731,Jose E. Hernandez,26,"6' 3""",205,AAA,PIT,5.3,12.3,35%,13.1%,3.27,75,14,-,15.1,19,1,12,9,21,1.27,7.04,1.83
732,Alex Cornwell,25,"6' 0""",202,AAA,STL,2.9,7.0,33%,5.3%,4.33,65,6,-,15.1,18,2,8,5,12,0.67,4.70,1.50
733,Frankie Scalzo Jr.,24,"6' 3""",185,AAA,CHC,6.5,9.4,-,-,4.99,74,14,-,15.1,17,2,9,11,16,0.43,5.28,1.83
734,Trenton Wallace,25,"6' 1""",200,AAA,TOR,10.6,5.9,-,-,7.37,80,4,4,15.1,18,2,11,18,10,1.06,6.46,2.35
735,Carmen Mlodzinski,25,"6' 2""",220,AAA,PIT,4.2,8.4,39%,14.9%,5.73,69,13,-,15.0,18,3,10,7,14,1.00,6.00,1.67
736,Stevie Emanuels,25,"6' 5""",210,AAA,OAK,8.4,11.4,22%,13.4%,7.80,75,14,-,15.0,19,5,14,14,19,2.29,8.40,2.20
737,Houston Harding,26,"6' 1""",230,AAA,LAA,4.8,4.8,37%,7.5%,6.33,73,5,4,15.0,21,3,14,8,8,1.57,8.40,1.93
738,Yunior Marte,29,"6' 2""",180,AAA,PHI,5.4,8.4,50%,0.0%,4.40,70,14,-,15.0,21,1,10,9,14,0.85,6.00,2.00
739,Steven Matz,33,"6' 2""",205,AAA,STL,2.4,7.8,-,-,3.13,57,5,5,15.0,9,1,2,4,13,0.94,1.20,0.87
740,Kyle Luckham,24,"6' 2""",205,AAA,WSH,6.0,6.0,-,-,8.40,77,4,4,15.0,22,5,17,10,10,1.13,10.20,2.13
741,Kyle Hurt,26,"6' 3""",240,AAA,LAD,7.4,13.5,22%,19.6%,2.64,65,13,2,14.2,9,0,5,12,22,1.75,3.07,1.43
742,Blake Snell,31,"6' 4""",225,AAA,SF,3.7,15.3,25%,28.3%,2.07,56,4,4,14.2,7,1,5,6,25,1.83,3.07,0.89
743,Josimar Cousin,26,"6' 3""",230,AAA,CWS,5.5,4.3,-,-,6.86,64,13,-,14.2,13,3,8,9,7,1.50,4.91,1.50
744,Wilkin Ramos,23,"6' 5""",165,AAA,NYM,8.6,7.4,-,-,6.02,74,16,-,14.2,14,1,10,14,12,1.31,6.14,1.91
745,Carson Palmquist,23,"6' 3""",185,AAA,COL,6.1,8.6,-,-,5.17,66,3,3,14.2,16,2,10,10,14,2.71,6.14,1.77
746,Jonah Dipoto,27,"6' 1""",225,AAA,KC,5.0,8.2,35%,7.1%,6.25,66,10,2,14.1,11,3,7,8,13,0.88,4.40,1.33
747,Danny Young,30,"6' 3""",200,AAA,NYM,7.5,13.8,70%,11.6%,3.48,66,15,-,14.1,8,0,2,12,22,0.33,1.26,1.40
748,Joely Rodríguez,32,"6' 1""",223,AAA,BOS,5.0,8.2,-,-,4.19,63,13,-,14.1,8,1,3,8,13,0.43,1.88,1.12
749,Zack Weiss,32,"6' 3""",210,AAA,MIN,4.4,8.8,-,-,4.05,68,10,-,14.1,17,1,8,7,14,1.55,5.02,1.67
750,Dedniel Núñez,28,"6' 2""",180,AAA,NYM,3.9,13.5,36%,19.5%,1.49,55,14,-,14.0,8,0,2,6,21,1.50,1.29,1.00
751,Drew Anderson,30,"6' 3""",205,AAA,DET,5.8,10.3,33%,7.3%,2.84,65,9,-,14.0,16,0,6,9,16,1.67,3.86,1.79
752,Ray Kerr,29,"6' 3""",185,AAA,ATL,3.2,14.1,37%,15.8%,5.99,59,9,1,14.0,13,5,7,5,22,0.80,4.50,1.29
753,Zac Houston,29,"6' 5""",260,AAA,PHI,9.0,12.2,25%,10.2%,8.06,72,14,-,14.0,15,4,16,14,19,3.00,10.29,2.07
754,Darrell Thompson,30,"6' 4""",185,AAA,MIL,7.7,10.9,33%,9.1%,6.56,65,15,-,14.0,8,3,4,12,17,1.89,2.57,1.43
755,Miguel Díaz,29,"6' 0""",224,AAA,HOU,3.2,6.4,41%,6.9%,2.84,66,13,-,14.0,20,0,15,5,10,1.07,9.64,1.79
756,Jacob Waguespack,30,"6' 6""",235,AAA,TB,3.2,14.8,50%,16.2%,1.91,66,3,3,14.0,19,1,11,5,23,0.46,7.07,1.71
757,Jhony Brito,26,"6' 2""",210,AAA,SD,5.8,5.8,-,-,5.91,73,6,6,14.0,22,2,14,9,9,0.33,9.00,2.21
758,Drew Strotman,27,"6' 3""",195,AAA,HOU,5.3,11.2,39%,13.7%,6.08,69,14,-,13.2,18,3,10,8,17,0.92,6.59,1.90
759,Andrew Suárez,31,"6' 0""",202,AAA,BAL,3.3,7.9,25%,8.3%,4.72,62,10,-,13.2,19,2,9,5,12,0.92,5.93,1.76
760,Adrian Houser,31,"6' 3""",242,AAA,CHC,1.3,4.6,-,-,3.05,53,3,3,13.2,10,0,4,2,7,0.52,2.63,0.88
761,Simeon Woods Richardson,23,"6' 3""",210,AAA,MIN,3.4,8.1,39%,12.7%,2.74,59,3,3,13.1,16,0,9,5,12,0.92,6.08,1.58
762,Yerry Rodríguez,26,"6' 2""",198,AAA,TEX,6.8,14.2,46%,22.1%,3.28,66,11,-,13.1,14,1,9,10,21,0.40,6.08,1.80
763,Beau Burrows,27,"6' 2""",210,AAA,PHI,12.2,7.4,27%,8.1%,6.64,69,9,-,13.1,15,1,12,18,11,1.78,8.10,2.48
764,Nash Walters,27,"6' 5""",210,AAA,WSH,4.7,6.8,44%,4.0%,6.25,61,10,-,13.1,16,3,9,7,10,1.15,6.08,1.73
765,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
766,Hunter Bigge,26,"6' 1""",205,AAA,CHC,4.1,13.5,-,-,2.51,48,12,-,13.1,3,1,1,6,20,2.17,0.68,0.68
767,Ty Tice,28,"5' 9""",185,AAA,WSH,9.5,11.5,-,-,6.79,66,11,-,13.1,12,3,7,14,17,1.56,4.73,1.95
768,Garrett Hill,28,"6' 0""",185,AAA,DET,8.8,9.5,-,-,6.02,62,7,1,13.1,10,2,9,13,14,0.56,6.08,1.73
769,Zac Leigh,26,"6' 0""",170,AAA,CHC,12.5,11.1,56%,18.0%,6.59,78,13,-,13.0,21,1,12,18,16,0.67,8.31,3.00
770,Hayden Harris,25,"6' 0""",186,AAA,ATL,7.6,15.2,-,-,5.59,65,14,-,13.0,15,3,12,11,22,0.60,8.31,2.00
771,Zach Haake,27,"6' 7""",220,AAA,PHI,4.2,11.8,-,-,2.20,52,8,1,13.0,7,0,5,6,17,1.33,3.46,1.00
772,Bubba Chandler,21,"6' 2""",200,AAA,PIT,2.1,11.8,-,-,1.28,48,2,2,13.0,7,0,0,3,17,0.62,0.00,0.77
773,Jared Shuster,26,"6' 3""",220,AAA,CWS,2.1,6.4,53%,13.6%,6.73,55,3,3,12.2,14,4,9,3,9,0.45,6.39,1.34
774,Kaleb Ort,32,"6' 4""",248,AAA,BAL,7.1,11.4,33%,12.1%,5.17,69,14,-,12.2,21,2,17,10,16,2.14,12.08,2.45
775,Nabil Crismatt,29,"6' 1""",220,AAA,LAD,0.0,10.7,50%,16.7%,3.94,52,4,3,12.2,15,3,8,0,15,0.57,5.68,1.18
776,Sammy Peralta,26,"6' 2""",215,AAA,SEA,5.7,8.5,37%,9.7%,6.64,60,12,-,12.2,16,3,13,8,12,0.77,9.24,1.89
777,Alex Speas,26,"6' 3""",205,AAA,OAK,6.4,12.1,30%,15.4%,6.89,64,11,-,12.2,18,4,17,9,17,1.50,12.08,2.13
778,Jimmy Robbins,26,"6' 3""",190,AAA,TEX,7.1,9.2,40%,8.5%,5.66,57,11,-,12.2,12,2,9,10,13,1.75,6.39,1.74
779,JT Chargois,33,"6' 3""",200,AAA,MIA,2.8,10.0,43%,8.1%,1.89,46,11,2,12.2,4,0,1,4,14,1.18,0.71,0.63
780,Vladimir Gutierrez,28,"6' 1""",205,AAA,BOS,10.7,7.1,24%,12.1%,7.63,69,7,2,12.2,17,2,15,15,10,1.36,10.66,2.53
781,Josh Fleming,28,"6' 2""",220,AAA,PIT,1.4,3.6,71%,0.0%,4.43,55,7,-,12.2,12,1,8,2,5,0.31,5.68,1.11
782,Matt Foster,29,"6' 0""",200,AAA,CWS,3.6,12.8,-,-,2.54,57,12,-,12.2,13,1,3,5,18,3.20,2.13,1.42
783,Victor González,28,"6' 0""",180,AAA,NYY,6.4,10.7,-,-,3.20,64,13,-,12.2,17,0,7,9,15,1.20,4.97,2.05
784,Jordan Geber,25,"6' 3""",205,AAA,NYM,5.7,6.4,-,-,5.82,54,4,2,12.2,12,2,6,8,9,0.67,4.26,1.58
785,Richard Lovelady,29,"6' 0""",185,AAA,CHC,0.7,14.6,54%,13.4%,0.14,60,10,-,12.1,22,0,8,1,20,0.55,5.84,1.86
786,Zak Kent,26,"6' 3""",208,AAA,CLE,6.6,10.2,33%,16.1%,4.44,56,7,1,12.1,10,1,7,9,14,1.20,5.11,1.54
787,Dany Jiménez,30,"6' 1""",182,AAA,OAK,5.8,12.4,31%,13.2%,3.37,55,12,-,12.1,8,0,5,8,17,2.60,3.65,1.30
788,Austin Briggs,28,"6' 1""",205,AAA,OAK,14.6,3.7,60%,5.7%,8.66,70,10,2,12.1,15,1,19,20,5,0.45,13.86,2.84
789,Jake Bird,28,"6' 3""",200,AAA,COL,5.1,12.4,-,-,5.60,64,12,-,12.1,19,3,8,7,17,1.00,5.84,2.11
790,Adam Leverett,25,"6' 4""",190,AAA,TB,3.0,3.8,62%,11.4%,6.03,49,3,3,12.0,7,2,7,4,5,0.41,5.25,0.92
791,Robert Gasser,25,"6' 0""",192,AAA,MIL,4.5,12.8,37%,13.8%,6.45,51,3,3,12.0,12,4,7,6,17,0.50,5.25,1.50
792,Gavin Williams,25,"6' 6""",250,AAA,CLE,5.3,15.0,-,-,4.03,58,5,5,12.0,14,2,8,7,20,1.29,6.00,1.75
793,Graham Ashcraft,26,"6' 2""",248,AAA,CIN,1.5,9.0,-,-,2.78,48,2,2,12.0,10,1,4,2,12,0.85,3.00,1.00
794,PJ Poulin,28,"6' 1""",195,AAA,DET,6.8,9.8,-,-,3.28,61,10,-,12.0,15,0,9,9,13,0.60,6.75,2.00
795,Joe Ross,31,"6' 4""",243,AAA,MIL,4.5,6.8,-,-,5.62,55,3,3,12.0,16,2,11,6,9,1.09,8.25,1.83
796,Connor Overton,31,"6' 0""",205,AAA,CIN,1.5,5.3,-,-,8.45,56,4,-,12.0,14,5,10,2,7,1.21,7.50,1.33
797,Colten Brewer,31,"6' 4""",222,AAA,CHC,3.9,11.6,53%,15.4%,3.02,49,9,-,11.2,8,1,2,5,15,1.10,1.54,1.11
798,Jake Walsh,29,"6' 1""",192,AAA,ATL,6.2,6.2,46%,7.8%,3.91,53,11,-,11.2,10,0,3,8,8,0.93,2.31,1.54
799,Zach Pop,27,"6' 4""",220,AAA,TOR,3.9,9.3,50%,9.5%,2.40,50,11,-,11.2,9,0,2,5,12,0.60,1.54,1.20
800,Tyler Gilbert,30,"6' 3""",223,AAA,CIN,4.6,10.0,36%,8.7%,2.49,63,7,3,11.2,24,0,17,6,13,0.67,13.11,2.57
801,Braydon Fisher,24,"6' 4""",180,AAA,LAD,7.7,12.3,23%,6.4%,3.02,55,8,-,11.2,11,0,9,10,16,2.00,6.94,1.80
802,Eduarniel Nunez,25,"6' 2""",170,AAA,CHC,13.9,8.5,60%,2.9%,8.91,60,9,-,11.2,10,2,12,18,11,0.73,9.26,2.40
803,Joe Barlow,28,"6' 2""",210,AAA,CWS,6.2,10.8,-,-,8.65,60,12,-,11.2,18,5,13,8,14,1.71,10.03,2.23
804,Glenn Otto,28,"6' 3""",240,AAA,SD,7.7,11.6,-,-,4.63,54,8,2,11.2,9,1,6,10,15,1.38,4.63,1.63
805,Jack Cushing,27,"6' 3""",195,AAA,OAK,6.9,11.6,-,-,5.25,55,10,-,11.2,11,2,7,9,15,1.50,5.40,1.71
806,José Castillo,28,"6' 6""",252,AAA,AZ,2.3,10.0,25%,13.6%,3.11,50,11,-,11.2,13,1,5,3,13,0.82,3.86,1.37
807,Josh Staumont,30,"6' 3""",200,AAA,CHC,6.2,13.1,-,-,3.47,52,10,-,11.2,10,1,7,8,17,3.25,5.40,1.54
808,Michael Lorenzen,32,"6' 3""",217,AAA,TEX,7.2,10.3,47%,12.4%,4.73,55,3,3,11.1,12,1,8,9,13,0.82,6.35,1.85
809,Joel Kuhnel,29,"6' 5""",290,AAA,HOU,0.8,4.8,56%,15.2%,2.66,46,9,-,11.1,12,0,4,1,6,0.30,3.18,1.15
810,Jimmy Herget,30,"6' 3""",170,AAA,LAA,0.8,5.6,48%,10.8%,7.16,45,10,-,11.1,10,4,5,1,7,1.00,3.97,0.97
811,Mychal Givens,34,"6' 0""",250,AAA,MIA,4.0,10.3,-,-,4.82,54,9,-,11.1,13,2,10,5,13,1.44,7.94,1.59
812,Jose Cuas,30,"6' 3""",195,AAA,CHC,7.2,19.1,31%,14.5%,2.48,53,10,-,11.1,11,1,8,9,24,0.80,6.35,1.76
813,Bryan Woo,24,"6' 2""",205,AAA,SEA,0.0,13.5,50%,18.7%,0.14,39,3,3,11.1,5,0,0,0,17,0.89,0.00,0.44
814,Cesar Gomez,26,"6' 3""",195,AAA,HOU,10.3,6.4,-,-,6.44,67,8,2,11.1,24,1,15,13,8,1.33,11.91,3.26
815,Riley O'Brien,29,"6' 4""",180,AAA,STL,3.2,4.8,-,-,3.20,43,12,-,11.1,6,0,2,4,6,1.25,1.59,0.88
816,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
817,Easton McGee,26,"6' 6""",205,AAA,MIL,0.8,7.2,-,-,1.85,54,5,1,11.1,19,0,9,1,9,1.08,7.15,1.76
818,Dakota Hudson,29,"6' 5""",215,AAA,COL,3.2,7.9,-,-,5.09,55,3,3,11.1,18,2,12,4,10,1.00,9.53,1.94
819,José Ruiz,29,"6' 1""",245,AAA,PHI,2.5,10.6,42%,15.5%,2.84,42,10,-,11.0,7,1,2,3,13,1.71,1.64,0.91
820,Donovan Walton,30,"5' 9""",190,AAA,SF,4.9,1.6,35%,9.1%,5.66,45,9,-,11.0,10,1,2,6,2,1.45,1.64,1.45
821,Taijuan Walker,32,"6' 4""",235,AAA,PHI,4.9,1.6,46%,2.2%,4.75,49,2,2,11.0,10,0,5,6,2,0.88,4.09,1.45
822,Max Scherzer,40,"6' 3""",208,AAA,TEX,2.5,13.9,29%,21.2%,4.47,44,3,3,11.0,10,3,6,3,17,1.80,4.91,1.18
823,Taj Bradley,23,"6' 2""",190,AAA,TB,2.5,12.3,26%,17.0%,2.47,38,2,2,11.0,2,1,1,3,15,2.00,0.82,0.45
824,David Fletcher,30,"5' 9""",185,AAA,ATL,5.7,8.2,50%,7.5%,4.11,52,5,1,11.0,10,0,8,7,10,0.69,6.55,1.55
825,Drake Fellows,26,"6' 5""",216,AAA,PIT,7.4,6.6,10%,5.6%,4.20,54,3,3,11.0,10,0,7,9,8,2.00,5.73,1.73
826,Ryan Webb,25,"6' 1""",202,AAA,CLE,3.3,5.7,-,-,3.29,44,2,2,11.0,8,0,1,4,7,1.40,0.82,1.09
827,Jared Jones,23,"6' 1""",190,AAA,PIT,2.5,13.1,-,-,2.29,43,3,3,11.0,9,1,6,3,16,0.88,4.91,1.09
828,Shane Drohan,25,"6' 3""",195,AAA,BOS,9.8,10.6,-,-,4.11,58,7,2,11.0,13,0,9,12,13,2.33,7.36,2.27
829,Jonathan Hernández,28,"6' 3""",190,AAA,SEA,3.3,13.1,56%,18.4%,3.75,48,9,-,11.0,13,2,4,4,16,0.25,3.27,1.55
830,Zack Kelly,29,"6' 3""",231,AAA,BOS,6.8,9.3,47%,13.2%,3.40,40,7,-,10.2,1,0,0,8,11,1.00,0.00,0.84
831,Kyle Nicolas,25,"6' 4""",223,AAA,PIT,7.6,11.0,38%,17.2%,3.59,44,9,-,10.2,2,0,1,9,13,1.38,0.84,1.03
832,Hayden Wesneski,26,"6' 3""",210,AAA,CHC,2.5,8.4,32%,13.7%,2.71,44,3,2,10.2,9,0,3,3,10,1.50,2.53,1.13
833,Randy Rodríguez,24,"6' 0""",166,AAA,SF,3.4,8.4,39%,12.5%,2.42,42,10,-,10.2,7,0,2,4,10,1.33,1.69,1.03
834,Josh Staumont,30,"6' 3""",200,AAA,MIN,2.5,13.5,21%,13.3%,2.22,43,8,-,10.2,9,1,5,3,16,2.75,4.22,1.13
835,Tyler Baum,26,"6' 2""",195,AAA,OAK,9.3,5.9,50%,7.5%,9.18,55,9,-,10.2,13,3,11,11,7,0.53,9.28,2.25
836,Huascar Brazobán,34,"6' 3""",155,AAA,MIA,2.5,8.4,30%,9.7%,4.67,48,6,-,10.2,13,2,7,3,10,1.20,5.91,1.50
837,Brandon Williamson,26,"6' 6""",210,AAA,CIN,2.5,5.9,36%,12.5%,3.00,38,3,3,10.2,6,0,1,3,7,0.62,0.84,0.84
838,Packy Naughton,28,"6' 2""",200,AAA,STL,2.5,10.1,-,-,1.73,49,7,2,10.2,10,0,3,3,12,0.71,2.53,1.22
839,Jack Neely,24,"6' 8""",245,AAA,NYY,3.4,10.1,-,-,3.59,45,9,-,10.2,10,1,4,4,12,2.00,3.38,1.31
840,Robbie Ray,32,"6' 2""",225,AAA,SF,3.4,10.1,-,-,3.30,39,3,2,10.2,4,1,3,4,12,2.80,2.53,0.75
841,Chase Lee,26,"6' 0""",170,AAA,TEX,5.9,9.3,-,-,3.10,52,8,-,10.2,12,0,2,7,11,0.83,1.69,1.78
842,Jake Bloss,23,"6' 3""",223,AAA,TOR,1.7,6.8,-,-,2.22,39,3,3,10.2,5,0,0,2,8,1.18,0.00,0.66
843,Nick Avila,27,"6' 4""",195,AAA,BAL,5.9,12.7,-,-,3.59,54,11,-,10.2,16,1,17,7,15,0.45,14.34,2.16
844,Bailey Horn,26,"6' 2""",210,AAA,CWS,8.7,13.1,46%,14.6%,8.35,52,9,-,10.1,14,4,13,10,15,0.63,11.32,2.32
845,Andrew Politi,28,"6' 0""",195,AAA,BOS,5.2,10.5,36%,10.8%,9.34,52,11,-,10.1,16,5,14,6,12,1.13,12.19,2.13
846,Josh Roberson,28,"6' 3""",175,AAA,SD,7.8,8.7,-,-,5.77,59,10,-,10.1,17,1,11,9,10,1.63,9.58,2.52
